wine number,date,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,color
4554,2022-05-11,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,neutral,white
4555,2023-09-06,6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,neutral,red
4556,2024-05-27,6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,slightly dissatisfied,white
4557,2022-06-12,7.8,0.59,0.18,2.3,0.076,17,54,0.9975,3.43,0.59,10,slightly dissatisfied,red
4558,2022-03-06,6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,neutral,white
4559,2024-10-04,7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,slightly dissatisfied,red
4560,2024-05-25,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,slightly dissatisfied,white
4561,2022-10-04,6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,neutral,white
4562,2022-08-29,5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,neutral,white
4563,2023-03-30,10.1,0.31,0.44,2.3,0.08,22,46,0.9988,3.32,0.67,9.7,neutral,red
4564,2022-09-24,6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,slightly satisfied,white
4565,2022-05-08,7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,slightly dissatisfied,red
4566,2024-02-21,6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,neutral,white
4567,2024-08-04,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,neutral,white
4568,2024-02-28,7.5,0.52,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6,slightly dissatisfied,red
4569,2023-02-28,7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,slightly dissatisfied,red
4570,2024-08-28,6.4,0.43,0.32,1.4,0.048,10,67,0.992,3.08,0.41,11.4,slightly dissatisfied,white
4571,2024-07-13,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,slightly satisfied,white
4572,2024-08-29,6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,neutral,white
4573,2022-02-19,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,neutral,white
4574,2024-11-15,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.13333333,slightly satisfied,white
4575,2022-04-01,7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,slightly satisfied,red
4576,2022-02-14,6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,moderately dissatisfied,white
4577,2023-07-17,11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,neutral,red
4578,2023-07-13,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,slightly dissatisfied,white
4579,2023-09-08,7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,neutral,white
4580,2023-05-11,6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,slightly satisfied,white
4581,2024-09-09,8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,moderately satisfied,white
4582,2022-01-06,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,neutral,white
4583,2022-11-13,8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,slightly dissatisfied,white
4584,2023-01-04,5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,neutral,white
4585,2022-02-16,6.5,0.43,0.28,12,0.056,23,174,0.9986,3.31,0.55,9.3,slightly dissatisfied,white
4586,2024-01-11,5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,neutral,white
4587,2023-11-04,8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,neutral,white
4588,2024-01-07,6.6,0.24,0.27,10.3,0.047,54,219,0.99742,3.04,0.45,8.8,slightly dissatisfied,white
4589,2024-11-03,7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,slightly dissatisfied,red
4590,2023-10-12,6.9,0.25,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,neutral,white
4591,2024-09-08,6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,neutral,white
4592,2024-06-06,8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,neutral,red
4593,2022-10-07,9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,slightly dissatisfied,red
4594,2022-07-05,6.6,0.38,0.29,2.4,0.136,15,93,0.99336,3.18,0.6,9.5,slightly dissatisfied,white
4595,2022-01-01,5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,slightly dissatisfied,white
4596,2023-10-15,6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,neutral,white
4597,2023-04-29,6.5,0.29,0.32,3,0.036,38,93,0.9906,3.16,0.59,12,neutral,white
4598,2023-09-30,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,slightly dissatisfied,white
4599,2022-10-24,8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,neutral,white
4600,2023-06-27,7.6,0.9,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8,slightly dissatisfied,red
4601,2023-04-15,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,slightly dissatisfied,white
4602,2024-02-12,5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,neutral,white
4603,2022-12-12,8.8,0.36,0.44,1.9,0.04,9,121,0.9953,3.19,0.48,9.9,neutral,white
4604,2024-09-19,7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,slightly satisfied,red
4605,2023-04-24,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,neutral,white
4606,2022-03-05,6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,neutral,white
4607,2023-03-03,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,slightly dissatisfied,red
4608,2022-01-24,7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,slightly satisfied,white
4609,2023-07-22,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,neutral,white
4610,2022-12-17,12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,slightly dissatisfied,red
4611,2022-09-09,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,slightly dissatisfied,white
4612,2024-12-02,5.6,0.19,0.39,1.1,0.043,17,67,0.9918,3.23,0.53,10.3,neutral,white
4613,2023-02-27,5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,moderately satisfied,white
4614,2024-03-21,7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,neutral,white
4615,2022-06-29,6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,slightly dissatisfied,white
4616,2022-11-29,8.8,0.27,0.25,5,0.024,52,99,0.9925,2.87,0.49,11.4,slightly dissatisfied,white
4617,2023-02-25,6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,moderately dissatisfied,white
4618,2024-10-01,9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,neutral,red
4619,2023-01-04,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.63333333,neutral,white
4620,2023-03-07,7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,slightly dissatisfied,white
4621,2022-04-27,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,slightly dissatisfied,white
4622,2023-04-20,7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,slightly dissatisfied,white
4623,2023-09-28,6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,slightly satisfied,white
4624,2022-12-13,8.4,0.57,0.44,10.7,0.051,46,195,0.9981,3.15,0.51,10.4,slightly dissatisfied,white
4625,2023-07-22,7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,slightly dissatisfied,red
4626,2022-08-27,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,neutral,white
4627,2024-01-02,6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,neutral,white
4628,2023-03-07,8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3,neutral,white
4629,2022-12-31,9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,slightly dissatisfied,red
4630,2022-03-10,7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,moderately satisfied,white
4631,2022-12-23,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,neutral,white
4632,2022-03-13,9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,neutral,white
4633,2023-06-15,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,neutral,white
4634,2022-09-11,6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,slightly dissatisfied,red
4635,2022-11-17,6.3,0.695,0.55,12.9,0.056,58,252,0.99806,3.29,0.49,8.7,slightly dissatisfied,white
4636,2024-02-12,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,slightly satisfied,white
4637,2024-11-24,6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,neutral,white
4638,2023-03-02,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,slightly satisfied,white
4639,2023-10-05,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,slightly dissatisfied,white
4640,2022-04-06,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,neutral,white
4641,2022-08-06,6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,slightly satisfied,red
4642,2024-03-27,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,neutral,white
4643,2022-08-29,6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,slightly dissatisfied,white
4644,2023-12-21,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,neutral,red
4645,2023-04-18,6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,extremly dissatisfied,red
4646,2022-06-09,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,neutral,white
4647,2022-05-27,8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,slightly satisfied,white
4648,2024-10-25,7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,slightly dissatisfied,red
4649,2024-01-25,7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,moderately dissatisfied,red
4650,2022-03-21,6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,neutral,white
4651,2023-01-01,8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,neutral,white
4652,2022-03-12,7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,neutral,white
4653,2023-12-27,7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,neutral,red
4654,2023-09-15,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,slightly satisfied,white
4655,2022-07-14,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,slightly dissatisfied,red
4656,2024-02-15,7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,neutral,white
4657,2022-08-21,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,slightly dissatisfied,white
4658,2024-10-27,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,slightly dissatisfied,white
4659,2022-12-23,6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,slightly satisfied,white
4660,2024-11-05,8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,moderately dissatisfied,red
4661,2022-04-27,6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,neutral,white
4662,2024-06-13,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,neutral,white
4663,2023-11-23,6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,slightly satisfied,white
4664,2022-11-20,5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,slightly dissatisfied,white
4665,2023-03-10,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,neutral,white
4666,2022-03-01,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,slightly satisfied,white
4667,2023-03-08,6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,neutral,white
4668,2022-12-21,6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,neutral,white
4669,2022-08-16,7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,slightly satisfied,white
4670,2023-03-30,7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,neutral,white
4671,2024-08-13,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,moderately satisfied,white
4672,2023-07-31,5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,neutral,white
4673,2024-10-02,7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,neutral,red
4674,2023-11-01,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,neutral,red
4675,2024-10-30,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,slightly dissatisfied,white
4676,2024-06-04,6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,slightly dissatisfied,red
4677,2024-12-08,6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,slightly dissatisfied,white
4678,2022-04-22,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,neutral,white
4679,2022-07-27,7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,neutral,white
4680,2022-03-29,7.4,0.24,0.26,1.6,0.058,53,150,0.9936,3.18,0.5,9.9,slightly satisfied,white
4681,2022-05-22,8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,neutral,white
4682,2022-07-10,6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,slightly satisfied,white
4683,2024-01-30,6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,neutral,white
4684,2022-12-29,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,slightly satisfied,white
4685,2024-09-15,6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,slightly dissatisfied,white
4686,2022-04-11,7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,neutral,white
4687,2024-05-31,6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,slightly satisfied,white
4688,2022-11-21,8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,neutral,white
4689,2022-10-27,6.8,0.705,0.25,3.2,0.048,10,57,0.996,3.36,0.52,9.5,moderately dissatisfied,white
4690,2022-04-10,6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,neutral,red
4691,2024-04-21,7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,slightly satisfied,white
4692,2022-04-20,7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,slightly dissatisfied,red
4693,2024-02-25,6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9,slightly dissatisfied,white
4694,2023-09-12,6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,neutral,white
4695,2023-03-16,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,slightly dissatisfied,white
4696,2022-07-30,7.2,0.21,0.35,14.5,0.048,35,178,0.9982,3.05,0.47,8.9,neutral,white
4697,2023-07-23,6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,slightly dissatisfied,white
4698,2023-02-03,6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8,neutral,white
4699,2024-04-01,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,neutral,red
4700,2022-07-04,7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,slightly dissatisfied,white
4701,2022-12-08,7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,neutral,white
4702,2023-10-16,7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,neutral,white
4703,2024-03-17,7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,neutral,white
4704,2024-03-08,9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,slightly dissatisfied,red
4705,2024-01-14,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,neutral,white
4706,2023-09-13,7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,neutral,white
4707,2023-02-02,7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,slightly dissatisfied,white
4708,2022-07-30,6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,slightly dissatisfied,white
4709,2023-03-12,6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,moderately dissatisfied,red
4710,2023-07-29,7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,slightly dissatisfied,white
4711,2024-06-13,7.1,0.53,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,moderately dissatisfied,white
4712,2023-06-20,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,moderately satisfied,white
4713,2022-01-31,7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,slightly dissatisfied,red
4714,2022-04-01,7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,slightly dissatisfied,red
4715,2023-12-08,6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7,moderately satisfied,white
4716,2022-10-08,9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,moderately satisfied,red
4717,2022-10-24,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,moderately satisfied,white
4718,2022-12-03,13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,neutral,red
4719,2022-12-18,8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,slightly dissatisfied,white
4720,2022-01-21,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,neutral,white
4721,2022-12-12,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,slightly dissatisfied,white
4722,2024-08-29,6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,neutral,white
4723,2022-05-29,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,neutral,white
4724,2022-01-08,7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,moderately satisfied,white
4725,2022-12-25,5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,slightly satisfied,white
4726,2024-08-25,7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,slightly dissatisfied,white
4727,2023-07-29,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,neutral,red
4728,2023-09-16,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,neutral,red
4729,2024-03-21,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,slightly dissatisfied,white
4730,2022-07-22,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,neutral,red
4731,2022-08-15,7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,neutral,white
4732,2023-03-04,9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,neutral,red
4733,2022-04-08,7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,slightly dissatisfied,white
4734,2022-01-19,5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,neutral,white
4735,2022-12-28,10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,neutral,red
4736,2023-07-03,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,neutral,white
4737,2024-11-26,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,slightly satisfied,white
4738,2023-08-22,10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,neutral,red
4739,2023-08-14,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,moderately dissatisfied,white
4740,2023-11-23,6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,slightly dissatisfied,white
4741,2023-12-18,7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,neutral,white
4742,2023-06-04,6.9,0.44,0.18,11.8,0.051,26,126,0.9975,3.23,0.48,9.1,slightly dissatisfied,white
4743,2022-09-27,7.5,0.25,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8,neutral,white
4744,2023-12-15,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,neutral,white
4745,2022-08-02,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,slightly satisfied,white
4746,2022-04-22,6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,neutral,white
4747,2023-03-02,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,slightly dissatisfied,red
4748,2024-05-04,7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,slightly dissatisfied,red
4749,2022-12-20,6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,neutral,white
4750,2024-03-13,7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,moderately dissatisfied,red
4751,2024-06-06,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,neutral,white
4752,2024-01-22,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,moderately dissatisfied,white
4753,2024-10-25,6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,slightly satisfied,white
4754,2024-08-31,6.7,0.58,0.08,1.8,0.097,15,65,0.9959,3.28,0.54,9.2,slightly dissatisfied,red
4755,2024-03-24,7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,slightly dissatisfied,white
4756,2022-01-01,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,neutral,white
4757,2023-06-11,6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,slightly dissatisfied,white
4758,2022-10-20,6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,slightly dissatisfied,white
4759,2023-03-28,6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,neutral,white
4760,2024-07-23,6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,slightly dissatisfied,white
4761,2022-05-06,6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,neutral,white
4762,2022-01-01,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,neutral,white
4763,2023-09-09,7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,neutral,white
4764,2024-02-25,6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,neutral,red
4765,2024-01-02,7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,moderately satisfied,white
4766,2023-05-04,6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,neutral,red
4767,2022-06-09,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,neutral,red
4768,2022-01-17,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,slightly dissatisfied,white
4769,2022-08-28,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,neutral,white
4770,2023-02-05,6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,slightly dissatisfied,white
4771,2023-05-19,9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,neutral,red
4772,2024-12-03,7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,extremly dissatisfied,red
4773,2022-11-18,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,slightly satisfied,white
4774,2022-07-05,5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,neutral,white
4775,2024-01-19,6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,slightly dissatisfied,white
4776,2023-02-08,5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,slightly satisfied,white
4777,2023-06-13,8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,slightly dissatisfied,white
4778,2022-09-02,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,neutral,red
4779,2024-09-16,7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,slightly satisfied,white
4780,2023-03-09,7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,slightly dissatisfied,white
4781,2024-11-20,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,neutral,white
4782,2022-06-13,6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,moderately satisfied,white
4783,2023-07-21,5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,slightly satisfied,white
4784,2024-01-23,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,slightly dissatisfied,red
4785,2024-01-11,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,slightly dissatisfied,white
4786,2023-01-27,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,neutral,white
4787,2022-04-23,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,neutral,white
4788,2023-09-27,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,slightly satisfied,white
